"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Kijana Love","G","6-1","170","SO","Cibolo, TX"
"2","Darryl Stewart","G","6-1","185","JR","Atlanta, GA"
"3","Jacoby Armstrong","F","6-7","230","SR","Dallas, TX"
"4","Keon Burns","G","6-4","205","SR","Beaverton, OR"
"5","Mark Carbone","G","6-2","180","SO","Wethersfield, CT"
"10","John Ogwuche","G","6-1","190","SO","Makurdi, Nigeria"
"11","Jordan Reed","G","6-0","190","JR","Lucas, TX"
"12","Iba Camara","F","6-9","230","SR","Dakar, Senegal"
"13","Elijah Jordan","G","6-1","--","FR","Orlando, FL"
"15","Josh Hopkins","G","6-5","--","FR","Greensboro, NC"
"21","Tanner Leissner","F","6-7","230","SR","Converse, TX"
"22","David Watkins","F","6-8","225","JR","Dorchester, MA"
"23","Chris Lester","F","6-6","225","SO","Barrington, IL"
"32","Ken Uhlar","F","6-6","215","SO","Walpole, MA"
"44","Luke Rosinski","F","6-8","235","SO","Derry, NH"
