"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Tyler Jones","G","5-11","165","FR","Lawrenceville, NJ"
"1","Darnell Edge","G","6-1","180","JR","Saugerties, NY"
"2","Darian Anderson","G","6-1","182","SR","Washington, DC"
"3","Jahlil Jenkins","G","5-10","160","FR","Shenandoah Junction, WV"
"5","Noah Morgan","F","6-5","190","FR","Mount Vernon, NY"
"10","Pat McNamara","G","6-5","190","SO","Arlington Heights, IL"
"12","Kaleb Bishop","F","6-8","195","SO","Paterson, NJ"
"13","Mike Schroback","G","5-10","175","SR","Hasbrouck Heights, NJ"
"14","Elyjah Williams","F","6-7","220","FR","Evanston, IL"
"20","Dondre Rhoden","F","6-6","230","JR","Ridgefield Park, NJ"
"23","Xzavier Malone","G","6-4","172","SO","Philadelphia, PA"
"24","Nadi Beciri","F","6-7","235","JR","Maywood, NJ"
"34","Mike Holloway","F","6-8","260","JR","Pittsgrove, NJ"
"35","Malik Miller","C","6-9","215","JR","Troy, NY"
