"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jaylon Hall","G","6-5","175","FR","Houston, TX"
"1","Justin Mitchell","G","6-4","190","SR","Fort Wayne, IN"
"2","Everett Winchester","F","6-6","195","FR","Baltimore, MD"
"3","Mark Hughes","G","6-4","180","JR","Youngstown, OH"
"4","Alan Vest","G","6-3","185","JR","Kettering, OH"
"5","Tyler Mitchell","G","6-0","180","FR","Kings Mills, OH"
"10","Adam Giles","F","6-3","195","JR","Miamisburg, OH"
"11","Loudon Love","C","6-9","275","FR","Geneva, IL"
"12","Tye Wilburn","G","5-11","185","JR","Gary, IN"
"13","Grant Benzinger","G","6-3","190","SR","Cincinnati, OH"
"15","James Manns","F","6-7","205","FR","Columbus, OH"
"20","Billy Wampler","F","6-6","200","SO","Eau Claire, WI"
"21","Trey Stacey","G","6-4","200","SR","Cincinnati, OH"
"22","Parker Ernsthausen","C","6-11","235","JR","Bowling Green, OH"
"31","Cole Gentry","G","5-10","170","SO","Elgin, IL"
"33","Ryan Custer","F","6-7","235","SO","Cincinnati, OH"
