"Number","Name","Position","Height","Weight","Class","Hometown"
"2","Ricky Nelson","G","6-1","170","FR","Houston, TX"
"3","Jordan Dallas","C","6-10","220","SO","Long Beach, CA"
"4","Riley Court","G","6-4","180","FR","Pleasant Grove, UT"
"5","Cody John","G","6-3","185","JR","Mississauga, AB"
"10","Jerrick Harding","G","6-1","170","SO","Wichita, KS"
"11","Michal Kozak","F","6-8","220","FR","Plzen, Czech Republic"
"21","Trevon Ary-Turner","G","6-3","185","FR","Issaquah, WA"
"22","Ryan Richardson","G","6-4","185","SR","Chandler, AZ"
"23","Brekkott Chapman","F","6-9","215","JR","Roy, UT"
"25","Dusty Baker","G","6-4","190","SR","Coto De Caza, CA"
"31","Anton Vialen","C","7-0","230","FR","Espoo, Finland"
"34","Brenden Morris","F","6-7","185","SO","Syracuse, UT"
"44","Zach Braxton","F","6-9","250","JR","Highlands Ranch, CO"
"--","Alan Lang","F","6-7","195","FR","Mobile, AL"
"--","Caleb Leonhardt","G","6-4","190","FR","Kaysville, UT"
"--","Eric Patten","F","6-6","240","SO","Orange, CA"
