"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Darius Harper","C","6-8","290","SO","Springfield, OH"
"1","Nike Sibande","G","6-3","178","FR","Indianapolis, IN"
"2","Rod Mills Jr.","F","6-7","206","SR","Cincinnati, OH"
"3","Jalen Adaway","G","6-5","205","FR","Logansport, IN"
"4","Isaiah Coleman-Lands","G","6-0","156","FR","Indianapolis, IN"
"5","Precious Ayah","F","6-6","228","FR","Bayelsa State, Nigeria"
"11","Logan McLane","F","6-9","225","SR","Winterville, NC"
"12","Darrian Ringo","G","6-2","173","JR","Brownsburg, IN"
"13","Jake Wright","G","6-4","202","JR","Hopkins, MN"
"14","Bam Bowman","F","6-8","275","SO","Bowling Green, KY"
"15","Milos Jovic","G","6-4","183","SO","Leskovac, Serbia"
"20","Dalonte Brown","F","6-7","196","FR","Toledo, OH"
"22","Grant Pitman","G","6-4","185","JR","Cincinnati, OH"
"24","Michael Ritchie","F","6-5","187","FR","Mount Prospect, IL"
"30","Abdoulaye Harouna","G","6-5","178","SR","Niamey, Niger"
