"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jared Wilson-Frame","G","6-5","220","JR","Hartford, CT"
"1","Parker Stewart","G","6-5","190","FR","Union City, TN"
"2","Jonathan Milligan","G","6-2","170","SR","Orlando, FL"
"3","Malik Ellison","G","6-6","215","JR","Voorhees, NJ"
"4","Ryan Luther","F","6-9","225","SR","Gibsonia, PA"
"5","Marcus Carr","G","6-1","185","FR","Toronto, ON"
"12","Joe Mascaro","G","5-10","170","JR","Pittsburgh, PA"
"13","Khameron Davis","G","6-4","195","FR","Highlands Ranch, CO"
"15","Kene Chukwuka","F","6-9","215","SO","Stockholm, Sweden"
"21","Terrell Brown","F","6-10","240","FR","Providence, RI"
"22","Anthony Starzynski","G","6-3","180","SO","Pittsburgh, PA"
"23","Shamiel Stevenson","G","6-6","230","FR","Toronto, ON"
"24","Samson George","F","6-7","220","FR","Abuja, Nigeria"
"33","Monty Boykins","G","6-5","195","SR","West Chester, OH"
"35","Zach Smith","G","6-3","200","SR","Smethport, PA"
"42","Peace Ilegomah","C","6-9","235","FR","Benin City, Nigeria"
