"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Markus Vallien","G","5-10","160","FR","Houston, TX"
"1","Malik Harmon","G","6-0","194","SR","Queens, NY"
"2","Scott Meredith","G","6-2","180","JR","Pilot Mountain, NC"
"3","Jamaal King","G","5-10","170","JR","Salisbury, MD"
"4","Randall Gaskins Jr.","G","6-3","180","SO","Woodbridge, VA"
"5","Daniel Wallace","C","6-8","215","SR","Suffolk, VA"
"11","Isaiah Blackmon","G","6-1","170","JR","Charlotte, NC"
"13","Keith Braxton","G","6-4","208","SO","Glassboro, NJ"
"14","Andre Wolford","G","6-2","175","JR","Willowick, OH"
"15","Deon Baker","G","6-5","220","SR","Pittsburgh, PA"
"20","Dan Henry","G","5-11","160","FR","Hamburg, NY"
"21","Tre McKeithen","G","6-1","180","JR","Pittsburgh, PA"
"22","Michael Klebon","G","6-2","175","JR","Paxinos, PA"
"24","Jordan Forehand","G","6-0","180","JR","Bridgewater, NJ"
"30","Deivydas Kuzavas","F","6-10","210","SO","Kretinga, Lithuania"
"33","Luidgy Laporal","F","6-8","240","JR","Guadaloupe, French West Indies"
"42","Mark Flagg","F","6-9","195","FR","Fairless Hills, PA"
