"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jaylen Franklin","G","6-2","200","JR","Jacksonville, AR"
"1","Jaren Lewis","G","6-6","230","JR","Orlando, FL"
"2","B.J. Maxwell","G","6-4","185","SO","Austin, TX"
"3","Tevin Foster","G","5-11","175","SR","Lawton, OK"
"4","Jovan Crnic","G","6-5","220","SR","Nis, Serbia"
"5","Payten Ricks","G","6-2","175","SO","Wichita, KS"
"10","Isaiah Tripp","G","6-1","195","SR","Baltimore, MD"
"11","Drake Green","G","6-3","190","SR","Houston, TX"
"13","Paul Hiepler","G","6-4","170","FR","Camarillo, CA"
"14","Trey Lenox","G","6-3","210","SO","Hot Springs, AR"
"15","Hayden Farquhar","F","6-7","240","JR","Throckmorton, TX"
"21","Jalone Friday","C","6-9","250","SO","Oklahoma City, OK"
"22","Chase Cobb","G","6-1","182","SO","Richmond, TX"
"23","Hayden Howell","F","6-7","235","JR","Midwest City, OK"
"34","Kolton Kohl","C","7-0","210","FR","San Angelo, TX"
"42","Tobias Cameron","G","6-4","198","FR","Gold Coast, QLD"
