"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Mike Nwabuzor","G","6-2","190","JR","Bellflower, CA"
"2","Solomon Yon","G","6-0","175","SO","Denver, CO"
"4","Nick Dixon","G","6-2","175","JR","Hillside, IL"
"5","Walter Jones","G","6-4","200","SO","Newbern, AL"
"11","Lesley Varner Jr.","F","6-7","185","FR","Dallas, TX"
"12","Nick Mora","G","6-0","157","FR","Weslaco, TX"
"13","Lew Stallworth","G","6-1","187","SO","Newhall, CA"
"15","Adrean Johnson","F","6-9","235","FR","Red Oak, TX"
"20","Moe McDonald","G","6-4","175","JR","Mcallen, TX"
"21","Mike Hoffman","F","6-9","215","JR","Burleson, TX"
"23","Dan Kimasa","F","6-10","230","JR","Kigali, Rwanda"
"25","Xavier McDaniel Jr.","G","6-6","170","FR","Columbia, SC"
"30","Clarke Cooper","G","6-0","155","FR","Houston, TX"
"32","Adonis Rwabigwi","F","6-8","220","JR","Kigali, Rwanda"
"33","Onuralp Demirer","G","6-2","177","FR","Istanbul, Turkey"
"35","Gage Loy","F","6-9","210","JR","Wichita, KS"
"55","Antonio Green","G","6-2","165","SO","Tupelo, MS"
"99","Terry Winn","F","6-7","215","SO","Monroe, LA"
