"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Davaris McGowens","F","6-7","230","JR","Taylors, SC"
"1","Aaren Edmead","G","5-10","165","JR","Deer Park, NY"
"2","Sam Hunt","G","6-2","175","JR","Greensboro, NC"
"5","Joshua Mullins","G","6-3","180","FR","Nashville, NC"
"11","Dalen Dotson","G","5-11","170","FR","Matthews, NC"
"12","Martin Jones","G","6-1","171","SO","Cincinnati, OH"
"13","Austin Williams","G","6-1","175","JR","Queens, NY"
"14","Raymon Pratt","G","6-3","197","FR","Greensboro, NC"
"15","Amari Hamilton","G","6-1","165","SO","Durham, NC"
"21","Japhet Kadji","F","6-7","205","SO","Douala, Cameroon"
"24","Donte Watson","G","6-6","185","JR","New Orleans, LA"
"25","Femi Olujobi","F","6-8","233","SO","Long Island, NY"
"30","Eliel Gonzalez","G","6-2","170","JR","Melbourne, FL"
"50","Charles Carrington","F","6-7","240","JR","Chicago, IL"
