"Number","Name","Position","Height","Weight","Class","Hometown"
"3","Jacob Orender","G","6-0","176","SO","Jacksonville Beach, FL"
"4","Eric Stafford","G","6-5","162","JR","Pitman, NJ"
"5","Hunter Janacek","G","6-4","190","FR","Houston, TX"
"10","Jimmy Panzini","G","6-1","185","FR","Spring Lake, NJ"
"12","Auston Evans","G","6-6","186","SO","Mckinney, TX"
"13","Matt Klinewski","F","6-8","234","JR","Voorhees, NJ"
"14","Cal Reichwein","G","6-2","185","FR","Doylestown, PA"
"20","Dom Cristiano","F","6-8","195","FR","Valhalla, NY"
"23","Lukas Jarrett","F","6-7","195","FR","Northport, NY"
"24","Kyle Stout","G","6-6","190","FR","Schnecksville, PA"
"33","Paulius Zalys","F","6-7","202","SO","Kaunas, Lithuania"
"54","Myles Cherry","F","6-8","232","FR","Newcastle, NSW"
