"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Fard Muhammad","G","6-0","180","FR","Windermere, FL"
"1","Marlon Beck II","G","5-11","175","SR","Bowie, MD"
"4","Timmy Rose","G","6-1","175","SO","Scranton, PA"
"5","Tyler Stewart","G","6-7","180","FR","Silver Spring, MD"
"10","Yosef Yacob","G","6-0","175","JR","Chester, PA"
"12","John Rinaldi","G","6-2","195","SR","Dunmore, PA"
"14","Jordan McRae","F","6-6","200","SO","Dix Hills, NY"
"15","Bobby Ahearn","F","6-6","225","JR","Marshfield, MA"
"20","Caleb Stewart","F","6-9","195","JR","Glenville, NY"
"22","Everson Davis","G","6-3","185","SO","Hightstown, NJ"
"25","Justin McFadden","G","6-5","210","JR","Philadelphia, PA"
"30","John Schurman","G","6-6","210","SO","Syracuse, NY"
"32","Thomas Bruce","F","6-9","225","SO","Washington, DC"
"33","J.C. Show","G","6-3","205","SO","Clarks Summit, PA"
"41","Dusan Perovic","F","6-9","230","JR","Podgorica, Montenegro"
"42","Willie Rodriguez","F","6-6","200","JR","Orlando, FL"
