"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Josue Salaam","G","6-4","210","SR","San Francisco, CA"
"2","Diamante Lewis","G","6-3","195","SR","Ocala, FL"
"3","Brandon Tabb","G","6-5","200","JR","Hampton, VA"
"4","Jamal Gaines","G","6-3","185","FR","Tampa, FL"
"4","Rodney Ross","F","6-8","220","JR","Atlanta, GA"
"5","Danny Harris","G","5-9","165","FR","Ft. Lauderhill, FL"
"10","Jordan Potts","G","5-10","185","SR","Columbus, OH"
"11","Marquel Ingram","G","6-2","200","SO","Detroit, MI"
"12","Quinton Forrest","G","6-5","210","SO","Windermere, FL"
"15","Reggie Baker","G","6-4","185","SR","Avon Park, FL"
"21","Jeffrey Altidort","G","6-1","180","JR","Coral Springs, FL"
"22","Houston Smith","G","6-4","210","FR","Columbus, OH"
"32","Ulmer Manzie","F","6-9","240","FR","Columbus, OH"
"33","Brandon Suggs","F","6-8","215","FR","Winnebago, IL"
"--","Delino Dear","NA","--","--","--","--"
"--","Clemmye Owens","NA","--","--","--","--"
