"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Jalen Brunson","G","6-3","190","SO","Lincolnshire, IL"
"4","Eric Paschall","F","6-7","250","SO","Dobbs Ferry, NY"
"5","Phil Booth","G","6-3","195","JR","Baltimore, MD"
"10","Donte DiVincenzo","G","6-5","205","FR","Wilmington, DE"
"14","Omari Spellman","F","6-9","260","FR","North Royalton, OH"
"24","Tom Leibig","F","6-4","195","JR","Havertown, PA"
"25","Mikal Bridges","G","6-7","210","SO","Malvern, PA"
"34","Tim Delaney","F","6-9","235","FR","Mullica Hill, NJ"
"35","Matt Kennedy","G","6-2","175","JR","Fairfax, VA"
"42","Dylan Painter","F","6-10","240","FR","Hershey, PA"
