"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Chevez Goodwin","F","6-9","205","FR","Columbia, SC"
"1","Grant Riller","G","6-3","178","FR","Ocoee, FL"
"2","Brevin Galloway","G","6-3","205","FR","Anderson, SC"
"3","Payton Hulsey","G","6-4","225","SR","Memphis, TN"
"4","John Eck","G","6-4","170","JR","Hilton Head Island, SC"
"5","Jarrell Brantley","F","6-7","245","SO","Columbia, SC"
"10","Erik Goldbach","G","6-1","155","SR","Lancaster, PA"
"11","Evan Bailey","F","6-6","207","JR","Canton, OH"
"12","Cameron Johnson","G","6-4","196","JR","Athens, GA"
"13","Joe Chealey","G","6-3","195","JR","Orlando, FL"
"15","Terrance O'Donohue","F","6-7","227","SR","Norcross, GA"
"21","Marquise Pointer","G","6-0","205","SO","Jonesboro, AR"
"23","Nick Harris","F","6-10","245","SO","Dacula, GA"
"24","Jaylen McManus","F","6-7","200","FR","Charlotte, NC"
"33","Osinachi Smart","C","6-8","240","FR","Port Harcourt, Nigeria"
