"Number","Name","Position","Height","Weight","Class","Hometown"
"0","C.J. Rivers","G","6-2","187","JR","Cahokia, IL"
"2","Billy Wampler","F","6-6","200","SO","Eau Claire, WI"
"3","Graham Woodward","G","6-1","182","JR","Edina, MN"
"4","De'Antae McMurray","G","6-2","170","JR","Alton, IL"
"10","T.J. Thomas","F","6-8","205","JR","Stone Mountain, GA"
"12","Reed Timmer","G","6-1","185","JR","New Berlin, WI"
"14","A.J. Rutter","G","6-1","180","JR","Ames, IA"
"21","Will Halfon","G","6-2","200","FR","Greenwood Village, CO"
"22","Casey Schlatter","F","6-10","220","SO","Iowa Falls, IA"
"23","Ore Arogundade","G","6-3","185","JR","Chicago, IL"
"24","Nick Girardi","G","6-4","180","FR","Fort Collins, CO"
"25","Johannes Dolven","F","6-8","230","FR","Oslo, Norway"
"32","Kory Kuenstling","F","6-11","234","SO","Dunkerton, IA"
"35","Nick McGlynn","F","6-8","223","SO","Stoughton, WI"
