"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Karl Charles","F","6-6","200","SO","Roselle, NJ"
"3","Rory Flaherty","G","6-0","160","FR","Saratoga Springs, NY"
"10","Patrick Benzan","G","5-11","170","SO","Wellesley, MA"
"11","Will Powers","G","6-0","175","FR","Swarthmore, PA"
"12","Clayton Le Sann","G","6-4","188","FR","Geneva, Switzerland"
"14","Marcellis Perkins","G","6-4","185","SO","Chesapeake, VA"
"15","Tyrone Cohen","G","6-5","190","FR","Woodside, NY"
"20","Jehyve Floyd","F","6-7","212","SO","Sayreville, NJ"
"31","Matt Zignorski","G","6-2","170","SO","Sparta, NJ"
"33","Jack Stevens","C","6-10","240","FR","Ithaca, NY"
