"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Torry Johnson","G","6-3","165","SO","Chicago, IL"
"2","Corey Brown","F","6-8","225","SO","Hollywood, FL"
"3","Omar Ndiaye","G","6-1","165","SO","Santa Fe, NM"
"4","JoJo Anderson","G","6-3","170","FR","Houston, TX"
"5","Mike Green","G","5-10","155","SO","Fort Lauderdale, FL"
"12","Kye de Laveaga","G","6-1","190","JR","Scottsdale, AZ"
"13","Felix Rivera-Vega","F","6-6","195","SO","Hollywood, FL"
"14","Raynard Robinson","F","6-8","240","FR","Deerfield Beach, FL"
"20","Steven Stanley","F","6-7","210","SO","Phoenix, AZ"
"22","Brooks DeBisschop","F","6-8","215","FR","West Linn, OR"
"30","Travis Rice","G","6-2","175","FR","Las Vegas, NV"
"32","Chris Bowling","G","6-6","175","FR","Gilbert, AZ"
"33","Isaiah Thomas","F","6-9","220","SO","Oakland, CA"
"35","Aziz Seck","G","6-7","185","FR","Dakar, Senegal"
"41","Marcus DeBerry","G","6-5","165","SO","Union City, TN"
