"Number","Name","Position","Height","Weight","Class","Hometown"
"1","UC Iroegbu","G","6-0","180","JR","Sacramento, CA"
"2","Michael Almonacy","G","6-1","170","FR","Brentwood, NY"
"4","Tim Donohoe","G","6-3","185","JR","Saratoga Springs, NY"
"10","Blair Mendy","G","6-3","190","SO","San Jose, CA"
"11","Junior Saintel","G","6-7","190","JR","Mays Landing, NJ"
"12","Tyrell Sturdivant","F","6-7","225","JR","Chester, PA"
"15","Akwasi Yeboah","G","6-6","230","FR","Essex, England"
"22","Bryan Sekunda","G","6-6","205","JR","State College, PA"
"23","Andrew Garcia","G","6-5","200","FR","Harlem, NY"
"24","Roland Nyama","G","6-6","210","JR","Frankfurt, Germany"
"32","Jakub Petras","F","6-11","260","JR","Rajec, Slovakia"
"42","Alonzo Campbell","F","7-0","230","FR","Columbus, OH"
