"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Marquill Smith","G","6-4","175","SO","Miami, FL"
"2","Frankie Ferrari","G","5-11","179","SO","Burlingame, CA"
"5","Jimbo Lull","C","7-0","252","FR","Manhattan Beach, CA"
"10","Matt McCarthy","F","6-9","232","SO","Melbourne, VIC"
"11","Remu Raitanen","F","6-9","198","FR","Helsinki, Finland"
"12","Chance Anderson","F","6-7","215","FR","Alpharetta, GA"
"14","Charles Minlend","G","6-4","208","FR","Concord, NC"
"15","Nate Renfro","F","6-7","186","SO","Tucson, AZ"
"22","Chase Foster","F","6-5","187","JR","Highlands Ranch, CO"
"25","Jordan Ratinho","G","6-5","210","FR","Concord, CA"
"30","Garrett Turner","G","5-10","151","FR","Boulder, CO"
"33","Sasha French","C","6-11","216","FR","Napa, CA"
"44","Nick Loew","F","6-8","220","SO","Burlingame, CA"
"45","Mladen Djordjevic","G","6-3","184","SO","Belgrade, Serbia"
