"Number","Name","Position","Height","Weight","Class","Hometown"
"2","Grant Lozoya","G","6-2","190","JR","Westlake Village, CA"
"3","B.J. Glasford","G","6-4","195","JR","Miami, FL"
"4","Divine Myles","G","5-11","185","JR","Mobile, AL"
"5","Angel Rivera","G","5-8","165","JR","Bayamon, Puerto Rico"
"13","Matthew Cioce","G","6-2","190","JR","Asheville, NC"
"14","Larry Dennis","C","6-9","220","JR","Wichita, KS"
"15","Clay Verk","F","6-8","260","FR","Highlands Ranch, CO"
"20","Brady Moses","G","6-3","175","JR","Lodi, WI"
"21","Will Hollmann","C","6-8","245","SO","Deland, FL"
"22","Derick Newton","F","6-6","220","SO","Beverly Hills, CA"
"23","Kevin Ndahiro","C","6-9","225","SO","Ottawa, ON"
"33","Luke Doyle","G","6-5","205","JR","Oviedo, FL"
"35","Leo Goodman","F","6-5","210","SO","Saginaw, MI"
