"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Assane Diop","F","6-8","217","SR","Dakar, Senegal"
"2","Jared Savage","G","6-5","195","SO","Bowling Green, KY"
"3","Chris Porter-Bunton","F","6-5","217","SO","Bowling Green, KY"
"4","Josh Robinson","G","6-2","185","JR","St. Louis, MO"
"10","Tre' Ivory","G","5-11","185","JR","Louisville, KY"
"20","Domas Budrys","G","6-4","185","JR","Kretinga, Lithuania"
"21","Sam McCracken","F","6-8","190","FR","Cincinnati, OH"
"23","Steve Harris","G","6-4","180","SO","St. Louis, MO"
"24","Jartavious Dobbs","F","6-10","205","FR","Columbus, MS"
"25","Dre'Kalo Clayton","F","6-6","245","JR","Orlando, FL"
"30","Chris Stocks","G","6-4","185","FR","Poplar Bluff, MO"
"32","John Murry","G","6-3","195","SR","Indianapolis, IN"
"42","Kenny Jones","F","6-6","180","SR","South Bend, IN"
"45","Zach Glotta","G","6-0","185","SO","O' Fallon, MO"
