"Number","Name","Position","Height","Weight","Class","Hometown"
"2","Jalen Weber","G","6-1","170","FR","Pearland, TX"
"3","Asa Cantwell","G","6-3","180","SO","SAN ANTONIO, TX"
"10","Tyquon Jordan","G","6-3","200","FR","Houston, TX"
"13","Stephen O'Suji","G","6-0","190","JR","Houston, TX"
"21","William Gates Jr.","G","6-1","190","JR","Selma, TX"
"22","Jalon Gates","G","6-0","155","FR","Selma, TX"
"24","Kyren Block","G","6-7","200","FR","SAN ANTONIO, TX"
"25","Michael Saladin","G","6-0","160","FR","Beaumont, TX"
"30","Braxton Bonds","G","6-2","175","SO","Nashville, TN"
"32","Colin Just","F","6-6","215","FR","Magnolia, DE"
"44","Josh Ibarra","C","6-11","250","JR","Angleton, TX"
