"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Ramses Sandifer","F","6-8","205","FR","Arcola, MS"
"1","Travis Munnings","F","6-6","195","SO","Freeport, GB"
"2","Kiir Deng","F","6-9","195","JR","Adelaide, SA"
"4","Sam Alabakis","C","6-11","220","FR","Perth, WA"
"5","Marvin Jean-Pierre","G","6-3","190","JR","Pompano Beach, FL"
"22","Lance Richard","G","5-10","185","JR","Monroe, LA"
"23","Jordon Harris","G","5-11","165","JR","San Antonio, TX"
"24","Roderick Taylor","F","6-8","210","SO","Harker Heights, TX"
"25","Wade Martin","G","6-5","185","SO","Point Pleasant, WV"
"30","Sam McDaniel","G","6-6","210","JR","Morphett Vale, SA"
